Item/Page Title,Price,Listing Price,size, Reccomended Size, Measurements,Colour,Condition,Description_1,Description_2 
Vintage Coogi Knitted Sweatshirt ~ Large,£149.95,284.905,Size on label: L,Recommended size: L,Pit to pit: 25" // Shoulder to bottom: 28" ,Colour: Multi: Blue, Yellow, Purple, Green, Red. ,Condition: Excellent vintage condition! ,Please note all items are vintage, meaning they may show a few signs of wear or fading. Anything that is significantly noticeable will be noted & accompanied with pictures. 
